case_id,accepted,first_withdrawal_amount,monthly_cost,payback_period,requested_amount,offered_amount,credit_score,offer_amt_less_than_requested,chased
Application_1088837371,1,39036,522.97,120,50000,50000,942,0,0
Application_108884184,1,12026,254.56,120,25000,25000,863,0,0
Application_1088902101,0,5000,97.4,60,5000,5000,0,0,1
Application_1089225252,1,5000,152.82,36,5000,5000,971,0,0
Application_1089290640,1,162,259.65,120,26000,25500,843,1,0
Application_1089614242,1,15000,242.76,70,15000,15000,0,0,0
Application_1089790177,1,8500,197.24,49,6500,8500,920,0,0
Application_1090055049,1,0,255,126,25500,25500,930,0,0
Application_109009782,0,8500,165.57,60,15000,8500,0,1,0
Application_1090195300,1,20760,499.6,55,25000,25000,864,0,0
Application_109019861,1,683.04,46.49,180,5400,5400,890,0,0
Application_1090489225,0,11000,249.05,49,15000,11000,753,1,1
Application_1090606231,1,2355,176.72,120,17500,17200,774,1,0
Application_1090891539,0,3000,200,89,0,15000,0,0,0
Application_1090974006,1,5000,431.05,12,5000,5000,898,0,0
Application_1090987472,1,25000,392.51,72,30000,25000,917,1,1
Application_1091000447,0,180,154.11,120,15000,15000,0,0,0
Application_1092109071,0,23000,236.31,120,23000,23000,863,0,0
Application_1092818447,1,6500,221.24,32,6500,6500,1008,0,0
Application_1092904701,0,0,300,96,0,24000,0,0,1
Application_1093035979,1,5000,250,79,6000,17000,731,0,0
Application_1093340674,1,20000,210.12,120,20000,20000,967,0,1
Application_1094073787,1,4713.76,106.46,120,0,10000,984,0,0
Application_1094370739,0,20000,205.49,120,20000,20000,0,0,0
Application_1095112381,1,0,293.09,43,0,11500,919,0,0
Application_1095263419,1,5000,56.3,120,5000,5000,895,0,0
Application_1095351720,0,10059,300.13,103,26000,26000,799,0,0
Application_1095452972,1,0,200,127,20000,20000,712,0,0
Application_1095753414,1,8000,400,126,40000,40000,0,0,0
Application_1096028414,1,7000,122.86,100,15000,10000,800,1,0
Application_1096201518,1,25000,508.01,54,25000,25000,864,0,0
Application_1096250748,1,7500,84.45,120,7500,7500,1012,0,0
Application_1096272913,1,8300,71.46,180,8300,8300,838,0,0
Application_1096460123,1,1719,560.02,120,55000,55000,844,0,1
Application_1096493082,1,4625,234.53,53,15000,11000,740,1,0
Application_1096979043,0,0,128,44,0,5000,790,0,1
Application_1097199430,0,35000,261.02,180,35000,35000,926,0,0
Application_1097245728,1,10000,106.46,120,10000,10000,933,0,0
Application_1097327496,1,13000,545.95,30,15000,15500,746,0,0
Application_1097531553,0,5200,101.29,60,5200,5200,694,0,0
Application_1097624027,1,12000,127.75,120,12000,12000,1073,0,1
Application_1097987336,1,5000,76.74,80,5000,5000,917,0,0
Application_109814885,1,0,150,127,15000,15000,870,0,0
Application_109863874,1,7000,78.82,120,5000,7000,979,0,0
Application_109912668,0,0,250,22,5000,5000,1089,0,0
Application_1099364481,1,299,245.48,96,19900,19900,856,0,0
Application_1099690397,0,0,115,134,15000,11500,759,1,0
Application_1099835060,1,0,308.75,180,0,41400,864,0,0
Application_1100253381,1,21359,295.81,100,25000,25000,922,0,0
Application_1100457126,0,1500,100,58,5000,5000,0,0,0
Application_1100528846,1,9000,101.34,120,9000,9000,850,0,0
Application_1100597277,1,10000,250,96,20000,20000,868,0,0
Application_1100622320,1,19000,143.55,180,0,19000,904,0,0
Application_1100629848,1,6318.96,287.7,71,5000,18000,959,0,1
Application_1100936810,0,5000,83.61,72,5000,5000,850,0,0
Application_1100944321,1,21000,302.52,80,21000,21000,820,0,0
Application_1101048882,1,5165.48,333.67,52,15800,15800,720,0,0
Application_1101248362,1,2500,149.68,108,7800,12500,0,0,0
Application_1101261366,1,7920,154.11,120,15000,15000,812,0,0
Application_1101482453,1,0,300,101,25000,25000,962,0,0
Application_1101536736,1,12000,200.91,69,12000,12000,835,0,0
Application_1101581774,1,49,450.49,135,37000,48600,0,0,0
Application_1101636672,0,4363,154.11,120,15000,15000,838,0,0
Application_1101931698,1,10832,554.14,60,30000,30000,932,0,0
Application_1101941744,1,8000,200,127,20000,20000,0,0,0
Application_1101997724,0,8000,200,45,10000,8000,0,1,0
Application_110222905,1,20000,454.39,48,20000,20000,889,0,0
Application_1102243338,1,15000,301.06,55,15000,15000,977,0,0
Application_1102547176,1,0,230,127,23000,23000,859,0,0
Application_1102655533,0,5000,205.49,120,0,20000,0,0,0
Application_1102829031,1,25000,254.56,120,25000,25000,909,0,0
Application_1103246808,1,10000,197,58,10000,10000,1033,0,0
Application_1103369161,1,15000,340.8,48,15000,15000,848,0,0
Application_1103658643,1,5000,50,138,5000,5000,1031,0,0
Application_1103698005,0,0,222.95,120,20000,21700,0,0,0
Application_110384193,0,534,299.4,70,18500,18500,646,0,0
Application_1103861368,0,0,495,126,0,49500,0,0,1
Application_1104033799,1,6000,183.39,36,6000,6000,979,0,0
Application_1104470911,0,0,550,126,55000,55000,0,0,0
Application_110483872,1,5000,150,80,10000,10000,905,0,0
Application_1105196432,1,0,560,126,25000,56000,0,0,0
Application_1105217525,1,5372,154.11,120,15000,15000,873,0,0
Application_1105229091,0,8000,155.83,60,15000,8000,0,1,0
Application_1105262339,0,1892,231.13,120,0,22000,826,0,1
Application_1105710144,0,0,75,81,5000,5000,0,0,0
Application_1105925592,0,2500,200,74,12500,12500,0,0,0
Application_1105999061,1,15000,278.38,60,15000,15000,942,0,0
Application_1106464121,1,4898,479.93,58,25200,25200,922,0,0
Application_1106473363,1,40000,1405.49,30,40000,40000,939,0,0
Application_1106495925,1,10000,439.07,24,10000,10000,1033,0,0
Application_1106510484,1,30000,305.47,120,30000,30000,761,0,1
Application_1106513315,1,0,100,72,5900,6000,1040,0,0
Application_1106557768,0,0,316.21,180,0,42400,847,0,1
Application_1107137261,1,10471,164.39,120,160000,16000,741,1,0
Application_1107161047,1,4048,186.35,29,5000,5000,961,0,0
Application_1107370245,0,11000,500,58,0,26000,896,0,0
Application_1107381178,1,23000,503.4,50,23000,23000,785,0,0
Application_1107512194,1,10000,191.27,60,10000,10000,1022,0,0
Application_1107540872,0,5000,152.82,36,5000,5000,0,0,0
Application_1107550876,0,2833.76,148.07,110,13000,13000,0,0,0
Application_1107809815,1,7397.16,580.31,18,10000,10000,933,0,1
Application_1107879965,1,0,100,58,5000,5000,1048,0,0
Application_1107928718,1,10000,124.88,98,10000,10000,866,0,0
Application_1107931407,0,15000,742.87,21,15000,15000,978,0,0
Application_1107993134,1,5000,97.4,60,5000,5000,852,0,0
Application_110813962,1,5000,292.72,18,5000,5000,948,0,0
Application_1108278358,1,35000,501.1,80,35000,35000,0,0,0
Application_1108348898,1,4000,315.49,60,5000,17000,0,0,0
Application_1108435847,1,0,355.62,120,34000,34000,971,0,0
Application_1108750747,1,5000,152.82,36,5000,5000,802,0,0
Application_1109024067,1,5000,610,126,0,61000,0,0,0
Application_1109248632,1,40000,407.29,120,40000,40000,949,0,0
Application_1109311467,1,15000,154.11,120,15000,15000,901,0,0
Application_1109500523,1,4250,266.77,24,6000,6000,0,0,0
Application_1109539306,1,30000,305.47,120,30000,30000,814,0,0
Application_1109656219,1,15000,656.68,24,15000,15000,923,0,0
Application_1109832317,1,3364.51,298.31,180,40000,40000,930,0,0
Application_1110003824,0,5500,108.68,59,5500,5500,0,0,0
Application_1110069235,1,15000,469.48,34,15000,15000,807,0,0
Application_1110160976,0,0,100,134,10000,10000,798,0,0
Application_1110178163,0,15000,154.11,120,15000,15000,659,0,0
Application_1110334222,1,5000,199.14,27,5000,5000,1007,0,0
Application_1110558665,1,5759,136.35,60,7000,7000,829,0,0
Application_1110679028,1,15000,199.14,88,15000,15000,935,0,0
Application_1110847631,0,0,500,56,25000,25000,779,0,0
Application_1111014911,1,2300,138.39,120,0,13000,0,0,0
Application_1111168705,0,15000,653.47,24,15000,15000,0,0,0
Application_1111235083,0,28000,285.1,120,28000,28000,948,0,1
Application_1111341408,1,13000,1032.71,13,13000,13000,987,0,0
Application_1111410940,1,9327,172.76,84,12000,12000,969,0,0
Application_1111459260,1,4900,366.24,108,41000,33000,0,1,0
Application_1111965526,1,0,100,134,10000,10000,901,0,0
Application_1112057448,1,23000,241.63,120,0,23000,938,0,0
Application_1112251546,1,0,300,126,30000,30000,852,0,0
Application_1112590740,0,8500,197.24,49,8500,8500,0,0,0
Application_111282505,1,10223,205.49,120,0,20000,912,0,0
Application_1113120238,1,10000,197.83,57,10000,10000,784,0,1
Application_1113275054,1,0,250,85,18000,18000,829,0,0
Application_1113516595,0,10000,300,103,0,25500,0,0,0
Application_1113545511,0,8000,200.12,45,8000,8000,594,0,0
Application_1113580705,0,5,301.39,120,29500,29600,846,0,1
Application_1113828335,1,15000,200.6,89,15000,15000,1008,0,0
Application_1114088888,1,15000,340.8,48,15000,15000,1011,0,0
Application_1114315622,1,7000,299.55,25,5000,7000,919,0,0
Application_1114334411,1,1243,386.93,120,38000,38000,965,0,0
Application_1114338247,1,1917.2,261.48,120,25000,25000,867,0,0
Application_1114361455,1,5000,150,127,15000,15000,771,0,0
Application_1115199869,0,8753,264.74,120,27300,26000,809,1,0
Application_1115465093,1,20000,597.56,36,20000,20000,990,0,0
Application_1115533383,1,25000,349.81,84,25000,25000,917,0,0
Application_111590527,1,8050,300.49,71,20000,18800,1028,1,0
Application_1116225001,1,0,175,105,15000,15000,0,0,0
Application_1116244383,1,25000,254.56,120,0,25000,901,0,0
Application_1116334291,1,7000,78.82,120,7000,7000,0,0,0
Application_1116494225,1,5000,222.31,24,5000,5000,1067,0,0
Application_1116572980,1,15000,157.59,120,15000,15000,918,0,0
Application_1117214768,1,12573,461.78,60,25000,25000,914,0,0
Application_1118017926,1,10000,106.46,120,10000,10000,891,0,0
Application_1118446669,1,22000,390.13,120,37300,37300,910,0,0
Application_1118493924,1,15000,154.11,120,15000,15000,1039,0,0
Application_1118683509,0,500,170,47,7000,7000,959,0,0
Application_1118691851,0,0,150,127,15000,15000,951,0,0
Application_1118853478,1,4000,200,89,15000,15000,1064,0,0
Application_1118950506,1,4000,100,58,0,5000,951,0,0
Application_1119128567,1,23000,253.52,110,25000,23000,933,1,0
Application_1119306976,0,3500,293.06,90,22500,22500,0,0,0
Application_1119561257,1,2500,75,138,7500,7500,0,0,0
Application_1119637300,1,20000,205.49,120,20000,20000,1008,0,0
Application_1120089248,1,0,100,58,0,5000,943,0,0
Application_1120199934,0,8000,90.08,120,8000,8000,0,0,0
Application_1120442870,1,20000,454.39,48,20000,20000,884,0,0
Application_1120696170,1,24900,571.1,48,24900,24900,931,0,0
Application_1120819670,1,6900,150.73,53,6850,6900,1021,0,0
Application_1120966006,1,7000,78.82,120,7000,7000,982,0,0
Application_1121095468,1,5000,152.82,36,5000,5000,1029,0,0
Application_112115558,1,15000,296.2,56,15000,15000,709,0,0
Application_1121197235,0,0,100,58,5000,5000,920,0,0
Application_1121309546,1,40000,407.29,120,0,40000,756,0,0
Application_112140164,0,0,350.9,110,30500,32100,0,0,0
Application_1121456773,0,5000,222.31,24,5000,5000,0,0,0
Application_1121686609,1,1500,250,88,18500,18500,716,0,0
Application_1121868055,1,10000,189.08,60,10000,10000,1055,0,0
Application_1121950795,1,10238,205.49,120,20000,20000,961,0,0
Application_1122109641,1,0,150,67,0,8500,0,0,0
Application_1122151985,0,7000,99.58,88,7000,7000,621,0,0
Application_1122272285,1,6551,315.65,120,0,31000,909,0,0
Application_1122445917,1,5000,500,69,30000,30000,0,0,0
Application_1122610334,1,4125.21,248.5,76,16500,16500,852,0,0
Application_1122712310,1,35000,366.08,120,0,35000,921,0,0
Application_1122721558,1,4643,366.36,120,34000,35980,935,0,0
Application_1122839645,1,5000,152.82,36,5000,5000,1013,0,0
Application_1122983853,1,0,200,57,10000,10000,1004,0,0
Application_112299550,0,5000,83.61,72,5000,5000,0,0,0
Application_1123235662,0,5000,152.82,36,5000,5000,0,0,0
Application_1123248266,0,0,490,126,48750,49000,0,0,0
Application_1123402400,1,15000,236.83,72,15000,15000,970,0,0
Application_1123432099,1,10000,106.46,120,10000,10000,859,0,0
Application_1123863315,0,0,100,79,0,6500,0,0,0
Application_1124552532,0,0,500,126,0,50000,0,0,0
Application_1124885998,1,15216.56,652.07,87,48000,48000,840,0,0
Application_1124966685,1,1500,100,58,5000,5000,0,0,0
Application_1125229039,1,3322,251.11,94,0,20000,0,0,1
Application_1125682052,0,5000,500,22,10000,10000,955,0,0
Application_1125858300,1,6000,67.56,120,6000,6000,823,0,0
Application_1125976838,1,10000,173.94,67,10000,10000,962,0,0
Application_1126528184,1,0,400,126,40000,40000,0,0,0
Application_1126566015,1,2499,97.4,60,5000,5000,953,0,0
Application_1126569643,1,6000,204.22,32,6000,6000,1076,0,0
Application_1126595022,1,10000,200.95,56,10000,10000,0,0,0
Application_1126742085,0,0,169.93,75,10000,10900,0,0,0
Application_1126753818,1,2500,300,126,30000,30000,1001,0,0
Application_112699480,1,10280.92,292.86,120,0,28000,891,0,0
Application_1127109471,1,10000,150.8,78,10000,10000,998,0,0
Application_1127317112,1,26000,349.68,86,26000,26000,1033,0,1
Application_1127353322,0,0,715,126,71500,71500,0,0,0
Application_1127412052,1,1000,100,134,10000,10000,926,0,0
Application_1127579449,1,10000,106.46,120,10000,10000,752,0,0
Application_1127581090,1,5176,136.01,120,12500,12500,841,0,0
Application_112781124,0,7000,150,54,7000,7000,976,0,0
Application_1127925847,1,25000,254.56,120,25000,25000,951,0,0
Application_1128389680,1,496,290.25,58,14000,15000,824,0,0
Application_1128492937,1,5000,56.3,120,5000,5000,808,0,0
Application_1128601253,1,1188.09,383.86,120,36700,36700,861,0,0
Application_1129142754,1,10000,334.8,32,10000,10000,1004,0,0
Application_1129378184,1,10000,246.69,45,10000,10000,1083,0,0
Application_1129397530,1,12361.39,206.71,70,0,12500,1004,0,1
Application_1129416788,1,30000,554.14,60,30000,30000,859,0,0
Application_1129585793,1,0,495.45,68,30000,30000,1025,0,0
Application_1129631496,1,50000,693.37,83,0,50000,992,0,0
Application_1129687959,0,27500,280.01,120,27500,27500,811,0,0
Application_1129714601,1,0,200,127,20000,20000,0,0,0
Application_1130101747,1,10445.35,169.1,84,10500,11600,956,0,0
Application_1130348546,0,6000,141.78,48,6000,6000,0,0,0
Application_1130519862,1,8000,160.41,58,8000,8000,791,0,0
Application_1130839763,1,0,460,126,55000,46000,999,1,0
Application_1130845322,1,5000,152.82,36,5000,5000,1017,0,0
Application_1131149871,1,30000,305.47,120,30000,30000,0,0,0
Application_1131195736,1,5000,97.4,60,5000,5000,1067,0,0
Application_1131588689,0,17000,202.68,100,17000,17000,0,0,0
Application_1131744527,1,0,300,126,30000,30000,0,0,0
Application_1131778419,1,6000,198.54,33,6000,6000,1133,0,0
Application_1131956785,0,140,229.53,60,12000,12000,805,0,0
Application_1131988050,1,10000,150,80,10000,10000,851,0,0
Application_1132294182,1,11000,150,127,15000,15000,962,0,0
Application_1132453497,1,0,325.49,61,0,17800,882,0,0
Application_1132617949,1,2.23,270.08,96,21600,21500,968,1,0
Application_1132809491,1,8500,261.26,36,8500,8500,0,0,0
Application_1133480312,1,1,189.27,57,0,9300,861,0,0
Application_1133512731,1,12060,301.06,55,15000,15000,965,0,0
Application_113354052,1,13000,198.95,78,13000,13000,948,0,0
Application_1133544291,0,6691.54,106.46,120,10000,10000,0,0,0
Application_1134065139,1,6000,198.54,33,8000,6000,1013,1,0
Application_1134285154,0,6000,500,13,0,6000,978,0,0
Application_1134689967,0,1067,278.38,60,14000,15000,816,0,0
Application_113474586,1,1,621.12,120,61000,61000,945,0,0
Application_1134823558,1,10000,129.26,96,10000,10000,834,0,0
Application_1134992016,1,6000,100,72,6000,6000,1124,0,0
Application_1135419193,0,10000,157.69,74,10000,10000,0,0,0
Application_1135544901,0,1403,171.51,56,8300,8300,895,0,0
Application_113556419,1,5000,56.3,120,5000,5000,864,0,0
Application_1135575063,1,0,300,126,30000,30000,901,0,0
Application_1135612114,1,20140,295.29,120,29000,29000,0,0,0
Application_1135650035,1,0,296.2,56,15000,15000,940,0,1
Application_1135908245,1,3402.58,371.17,60,20000,20000,982,0,0
Application_1136165010,1,15000,300,56,15000,15000,1020,0,0
Application_113645538,0,5000,222.31,24,5000,5000,645,0,0
Application_1136724274,1,15000,199.14,88,15000,15000,831,0,0
Application_1137021851,1,15000,448.17,36,15000,15000,893,0,0
Application_1137072794,0,30000,305.47,120,30000,30000,843,0,0
Application_1137113571,0,15000,278.38,60,15000,15000,946,0,0
Application_1137251453,1,0,100,58,5000,5000,0,0,0
Application_1137266348,1,7500,146.09,60,7500,7500,1099,0,0
Application_1137433050,1,25000,461.78,60,25000,25000,1038,0,1
Application_1137632392,1,0,100,58,5000,5000,909,0,0
Application_1137712309,1,0,270,126,0,27000,751,0,0
Application_1137970429,1,5831,395.11,36,5500,13000,980,0,0
Application_1138349499,1,0,200,89,15000,15000,0,0,0
Application_1138441532,1,35000,356.38,120,35000,35000,0,0,0
Application_1138541249,1,5535,161.42,72,5000,10000,852,0,0
Application_1138676625,1,1625,149.04,120,14000,14000,802,0,0
Application_1138682900,1,22000,499.83,48,22000,22000,916,0,0
Application_1138732156,1,5000,56.3,120,5000,5000,0,0,0
Application_1138771456,1,7000,213.95,36,7000,7000,0,0,0
Application_1138826038,0,5075.75,119.54,84,5000,8000,743,0,0
Application_1139007530,1,0,225,78,15000,15000,890,0,0
Application_1139095492,1,15000,200,127,0,20000,916,0,0
Application_1139158982,1,10000,250,82,17500,17500,850,0,0
Application_1139596302,1,0,300,56,15000,15000,719,0,0
Application_1139883069,0,1181,833.08,75,50000,55000,873,0,0
Application_1140000103,0,6000,99.2,73,6000,6000,0,0,0
Application_1140112869,1,2183,417.56,60,22500,22500,860,0,0
Application_1140214785,1,0,150,80,10000,10000,1067,0,0
Application_1140496903,0,7500,146.09,60,7500,7500,0,0,0
Application_1140627285,1,106,295.29,120,29000,29000,852,0,0
Application_1140663211,1,5500,61.93,120,5500,5500,899,0,0
Application_1141012015,1,22000,231.13,120,22000,22000,933,0,0
Application_1141060428,1,0,300,126,0,30000,868,0,0
Application_1141609195,1,400,84,138,10500,8400,0,1,0
Application_1142352367,1,0,150,72,9000,9000,912,0,0
Application_1142368645,1,6960,256.1,58,13000,13000,791,0,0
Application_1142473237,1,2500,150,80,10000,10000,1075,0,0
Application_1142700960,1,3993.4,346.53,28,9000,9000,845,0,0
Application_1143013996,1,2062.11,249.04,68,15000,15000,860,0,0
Application_1143890425,1,0,50,138,5000,5000,853,0,0
Application_114395909,0,6750,300.12,24,6750,6750,0,0,0
Application_1144179405,1,10000,161.42,72,9500,10000,857,0,0
Application_1144565049,0,18000,300,69,25000,18000,0,1,0
Application_1144672891,1,15000,240.14,72,15000,15000,839,0,0
Application_1145073419,0,0,230,52,11500,10500,825,1,0
Application_1145078326,1,10000,302.21,36,9000,10000,1045,0,0
Application_1145514605,0,0,250,57,12500,12500,960,0,0
Application_1145618193,0,10000,300.07,36,9000,10000,679,0,1
Application_1145922462,1,5000,152.82,36,5000,5000,868,0,1
Application_1146099400,1,1802,348.38,39,12500,12500,931,0,0
Application_114617673,1,5000,118.15,48,5000,5000,879,0,0
Application_114628115,1,6960,539.59,42,21000,21000,983,0,0
Application_1146722050,0,0,400,41,15000,15000,962,0,0
